stock_name,stock_code,address1,address2,city,zip,phone,website,industry,sector,fullTimeEmployees
RTS TECHNOLOGY HOLDINGS BERHAD,03039,"11-5-2, Cheras Business Centre","Block F, Jalan 4/101C",Kuala Lumpur,56100,60391309918,https://www.rts.com.my,Information Technology Services,Technology,
S & F CAPITAL BERHAD,8745,Faber Towers,"Lot 1307, Level 13, Tower 2 Jalan Desa Bahagia Taman Desa",Kuala Lumpur,58100,60379823366,https://www.snfcapital.com.my,Real Estate—Diversified,Real Estate,
S P SETIA BERHAD,8664,"No. 12, Persiaran Setia Dagang",Setia Alam Seksyen U13,Shah Alam,40170,60333482255,https://www.spsetia.com,Real Estate—Development,Real Estate,1984.0
SAFETYWARE GROUP BERHAD,03056,Lengkok Perindustrian Bukit Minyak 3,Plot 237 Bukit Minyak Industrial Estate,Simpang Ampat,14100,6045023882,https://safetyware.com,Medical Instruments & Supplies,Healthcare,
SALCON BERHAD,8567,Menara Summit,"15th Floor Persiaran Kewajipan, USJ 1",Subang Jaya,47600,60380248822,https://www.salcon.com.my,Waste Management,Industrials,438.0
SALUTICA BERHAD,0183,3 Jalan Zarib 6,Kawasan Perindustrian Zarib Lahat,Ipoh,31500,6053206800,https://www.salutica.com,Consumer Electronics,Technology,
SAM ENGINEERING & EQUIPMENT (M) BERHAD,9822,"Plot 17, Hilir Sungai Keluang Tiga",Bayan Lepas Free Industrial Zone Phase IV,Penang,11900,6046436789,https://www.sam-malaysia.com,Aerospace & Defense,Industrials,
SAMAIDEN GROUP BERHAD,0223,"No. 7, Lorong Teknologi 3/4A",Nouvelle Industrial Park 2 Taman Sains Selangor 1 Kota Damansara,Petaling Jaya,47810,60361507941,https://www.samaiden.com.my,Engineering & Construction,Industrials,
SAMCHEM HOLDINGS BERHAD,5147,"Lot 6, Jalan Sungai Kayu Ara 32/39",Seksyen 32 Taman Perindustrian Berjaya,Shah Alam,40460,60357402000,https://www.samchem.com.my,Chemicals,Basic Materials,
SANCY BERHAD,03057,"B-1-12, TTDI Plaza, Jalan Wan Kadir 3",Taman Tun Dr. Ismail,Kuala Lumpur,60000,60397724613,https://www.sancyberhad.com,Information Technology Services,Technology,
SAND NISKO CAPITAL BERHAD,7943,"Tower 8 Avenue 5, The Horizon Phase 2",Ground Floor Office 1 Bangsar South City Jalan Kerinchi,Kuala Lumpur,59200,60322411872,https://www.sncbhd.com.my,Engineering & Construction,Industrials,
SANICHI TECHNOLOGY BERHAD,0133,PLO 135,Jalan Cyber 5 Kawasan Perindustrian Senai Fasa 3,Senai,81400,6075988866,https://www.sanichimould.com,Tools & Accessories,Industrials,
SAPURA ENERGY BERHAD,5218,"No. 7, Jalan Tasik",Mines Resort City,Seri Kembangan,43300,60386598800,https://www.sapuraenergy.com,Oil & Gas Equipment & Services,Energy,2439.0
SAPURA INDUSTRIAL BERHAD,7811,"Lot 2 & 4, Jalan P/11",Seksyen 10 Kawasan Perindustrian Bangi,Bandar Baru Bangi,43650,60389256011,https://www.sapuraindustrial.com.my,Auto Parts,Consumer Cyclical,
SAPURA RESOURCES BERHAD,4596,Sapura@Mines,"Ground Floor No. 7, Jalan Tasik The Mines Resort City",Seri Kembangan,43300,60389497000,https://www.sapura-resources.com,Conglomerates,Industrials,
SARAWAK CABLE BERHAD,5170,"Lot 767, Block 8",Muara Tebas Land District Demak Laut Industrial Estate Phase III Jalan Bako,Kuching,93050,6082434311,https://www.sarawakcable.com,Electrical Equipment & Parts,Industrials,
SARAWAK CONSOLIDATED INDUSTRIES BERHAD,9237,Pending Industrial Estate,Lot 1258 Jalan Utama,Kuching,93450,6082334485,https://scib.com.my,Building Materials,Basic Materials,
SARAWAK OIL PALMS BERHAD,5126,"No. 124-126, Jalan Bendahara",P.O. Box 547,Miri,98007,6085436969,https://www.sop.com.my,Farm Products,Consumer Defensive,
SARAWAK PLANTATION BERHAD,5135,Wisma SPB,"Lot 1174, Block 9 MCLD Miri Waterfront Jalan Permaisuri",Miri,98000,6085413814,https://spbgroup.com.my,Farm Products,Consumer Defensive,
SASBADI HOLDINGS BERHAD,5252,"Lot 12, Jalan Teknologi 3/4",Taman Sains Selangor 1 Kota Damansara,Petaling Jaya,47810,60361451188,https://www.sasbadiholdings.com,Publishing,Communication Services,
SAUDEE GROUP BERHAD,5157,Plot 331,Taman Perindustrian Sungai Petani Phase III,Sungai Petani,08000,6044426800,https://saudee.com,Packaged Foods,Consumer Defensive,
SBC CORPORATION BERHAD,5207,"Unit No. C-01, Concourse Level","PJX-HM Shah Tower No. 16A, Persiaran Barat",Petaling Jaya,46050,60379321628,https://www.sbcgroup.com.my,Real Estate—Development,Real Estate,
SC ESTATE BUILDER BERHAD,0109,"E-9-08, Oasis Square","Block E, Level 9 No. 2, Jalan PJU 1A/7A Capital 5, Ara Damansara",Petaling Jaya,47301,60376104388,https://www.scestatebuilder.com.my,Engineering & Construction,Industrials,
SCANWOLF CORPORATION BERHAD,7239,"No.19, 19A, 19B, 19C",Jalan Pusat Perniagaan Falim 5 Pusat Perniagaan Falim,Ipoh,30200,6052850063,https://www.scanwolf.com,"Furnishings, Fixtures & Appliances",Consumer Cyclical,
SCC HOLDINGS BERHAD,0158,"19-21, Jalan Hujan",Taman Overseas Union 5th Mile Jalan Kelang Lama,Kuala Lumpur,58200,60377828384,https://www.sccholdings.com.my,Food Distribution,Consumer Defensive,
SCGM BHD,7247,PTD 109444,Jalan Sengkang Kawasan Perusahaan Sri Sengkang,Kulai,81000,6076522288,https://www.scgmberhad.com,Packaging & Containers,Consumer Cyclical,
SCICOM (MSC) BERHAD,0099,Menara TA One,"25th Floor 22, Jalan P. Ramlee",Kuala Lumpur,50250,60321621088,https://scicom-intl.com,Specialty Business Services,Industrials,
SCIENTEX BERHAD,4731,"No. 9, Persiaran Selangor",Seksyen 15,Shah Alam,40200,60355248888,https://www.scientex.com.my,Packaging & Containers,Consumer Cyclical,
SCIENTEX PACKAGING (AYER KEROH) BERHAD,8125,Lot 3 & 7,Phase IV Air Keroh Industrial Estate,Melaka Pindah,75450,6062312746,https://scientexpackagingak.com.my,Packaging & Containers,Consumer Cyclical,1241.0
SCOMI ENERGY SERVICES BHD,7045,"No. 1-1, Block C-1",Jalan PJU 1/41 Dataran Prima,Petaling Jaya,47301,60377173000,https://scomienergy.com.my,Oil & Gas Equipment & Services,Energy,
SCOMI GROUP BERHAD,7158,,,,,,,,,
SCOPE INDUSTRIES BERHAD,0028,Jalan Perusahaan 2,Lot 6181 Kawasan Perindustrian,Parit Buntar,34200,6057169605,https://www.scope.com.my,Electronic Components,Technology,
SDS GROUP BERHAD,0212,"5, Jalan Selatan 8",Off Jalan Kempas Lama Kawasan Perusahaan Ringan Pulai,Johor Bahru,81200,6072888305,https://sdsgroups.com,Packaged Foods,Consumer Defensive,1507.0
SEACERA GROUP BERHAD,7073,DF2-11-01 (Unit 1),"Level 11, Persoft Tower 6B, Persiaran Tropicana Tropicana Golf & Country Resort",Petaling Jaya,47410,60376887517,https://www.seacera.com.my,Building Products & Equipment,Industrials,
SEAL INCORPORATED BERHAD,4286,ELIT Avenue Business Park,"Level 3A 1-3A-18, Jalan Mayang Pasir 3",Bayan Baru,11950,6046183333,https://www.sib.com.my,Real Estate—Development,Real Estate,
SEALINK INTERNATIONAL BERHAD,5145,Lot 1035,"Block 4, MCLD Piasau Industrial Area",Miri,98000,6085651778,https://www.asiasealink.com,Marine Shipping,Industrials,
SECUREMETRIC BERHAD,0203,Taman Teknologi Mranti,"Level 5-E-6, Hive 5 Lebuhraya Puchong - Sg. Besi Bukit Jalil",Kuala Lumpur,57000,60389968225,https://www.securemetric.com,Software—Infrastructure,Technology,129.0
SEDANIA INNOVATOR BERHAD,0178,Kelana Parkview Tower,Level 10 Jalan SS6/2,Petaling Jaya,47301,60378802001,https://www.sedaniainnovator.com,Communication Equipment,Technology,84.0
SEE HUP CONSOLIDATED BERHAD,7053,"No. 1062, Mukim","6, Jalan Perusahaan Kawasan Perusahaan Perai",Perai,13600,6046882688,https://www.seehup.com.my,Integrated Freight & Logistics,Industrials,407.0
SEERS BERHAD,03009,,,,,,,,,
SEG INTERNATIONAL BHD,9792,SEGi University,"6th Floor, No. 9, Jalan Teknologi Taman Sains Selangor Kota Damansara, PJU 5",Petaling Jaya,47810,60362873777,https://segi.investor.net.my,Education & Training Services,Consumer Defensive,
SELANGOR DREDGING BERHAD,2224,West Block,"18th Floor Wisma Golden Eagle Realty 142-C, Jalan Ampang",Kuala Lumpur,50450,60321613377,https://www.sdb.com.my,Real Estate—Development,Real Estate,213.0
SENG FONG HOLDINGS BERHAD,5308,"No. 12, Tingkat Bawah",Taman Sri Jeram Jalan Bakri,Muar,84000,6069864268,https://sengfongholdings.com,Specialty Chemicals,Basic Materials,
SENHENG NEW RETAIL BERHAD,5305,"No. 44B, Jalan Pandan 3/2",Pandan Jaya,Kuala Lumpur,55100,60392854544,https://www.senheng.com,Consumer Electronics,Technology,1837.0
SENI JAYA CORPORATION BERHAD,9431,"A-01-01, Block Allamanda","10 Boulevard, Lebuhraya Sprint Jalan PJU 6A",Petaling Jaya,47400,60377291795,https://senijayacorp.com,Advertising Agencies,Communication Services,
SENTORIA GROUP BERHAD,5213,"No. 56 & 58, Jalan Dagang SB 4/2",Taman Sungai Besi Indah,Seri Kembangan,43300,60389438388,https://www.sentoria.com.my,Real Estate—Development,Real Estate,
SENTRAL REIT,5123,"Level 35, Menara NU 2","No. 203, Jalan Tun Sambanthan Kuala Lumpur Sentral",Kuala Lumpur,50470,60327868080,https://www.sentralreit.com/,REIT—Office,Real Estate,
SERBA DINAMIK HOLDINGS BERHAD,5279,Menara Serba Dinamik,"Level 15, Presint 3.4 Persiaran Perbandaran Seksyen 14",Shah Alam,40000,60355166100,https://www.e-serbadk.com,Engineering & Construction,Industrials,
SEREMBAN ENGINEERING BERHAD,5163,Lorong Bunga Tanjung 1/3,Lot 1A - 1C Senawang Industrial Park,Seremban,70400,6066775898,https://www.seb.net.my,Metal Fabrication,Industrials,
SERN KOU RESOURCES BERHAD,7180,Lot PTD 6019 (Lot 8804),Jalan Perindustrian 1 Kawasan Perindustrian Bukit Bakri Mukim Bakri,Muar,84200,6069865562,https://www.sernkou.com,"Furnishings, Fixtures & Appliances",Consumer Cyclical,
SERSOL BERHAD,0055,"No. 28, Jalan Canggih 1",Taman Perindustrian Cemerlang,Ulu Tiram,81800,6078611112,https://www.sersol.com.my,Specialty Chemicals,Basic Materials,
SFP TECH HOLDINGS BERHAD,0251,Lorong Perindustrian Bukit Minyak 20,"Plot 350(B), Penang Science Park MK13, Kawasan Perindustrian Bukit Minyak Seberang Perai Tengah",Bukit Mertajam,14100,6045059270,https://www.sfptechholdings.com,Specialty Industrial Machinery,Industrials,356.0
SHANGRI-LA HOTELS (MALAYSIA) BERHAD,5517,Shangri-La’s Rasa Sayang Resort & Spa,10th Mile Batu Feringgi Beach,Batu Ferringhi,11100,,https://www.shangri-la.com,Lodging,Consumer Cyclical,1805.0
SHH RESOURCES HOLDINGS BERHAD,7412,"PLO 1, Kawasan Perindustrian Pagoh",Pagoh,Muar,84600,6069736384,https://shh.com.my,"Furnishings, Fixtures & Appliances",Consumer Cyclical,
SHIN YANG SHIPPING CORPORATION BERHAD,5173,Sublot 153 (Parent Lot 70),Jalan Kuala Baram Kuala Baram,Miri,98100,6085428399,https://www.syshippingcorp.com.my,Marine Shipping,Industrials,
SHL CONSOLIDATED BHD,6017,Wisma Sin Heap Lee,"6th Floor 346, Jalan Tun Razak",Kuala Lumpur,50400,60321637788,https://www.shlcb.com.my,Real Estate Services,Real Estate,177.0
SIAB HOLDINGS BERHAD,0241,"No. 82, Jalan BP 7/8",Bandar Bukit,Puchong,47120,60380527117,https://www.siabmy.com,Engineering & Construction,Industrials,
SIGNATURE INTERNATIONAL BERHAD,7246,Jalan Teknologi,"Lot 24 Taman Sains Selangor 1 Kota Damansara, PJU 5",Petaling Jaya,47810,60362867000,https://www.signatureinternational.com.my,"Furnishings, Fixtures & Appliances",Consumer Cyclical,470.0
SILVER RIDGE HOLDINGS BHD,0129,"4 – 6, Jalan 28/70A",Desa Sri Hartamas,Kuala Lumpur,50480,60323000163,https://www.silverridge.com.my,Communication Equipment,Technology,
SIME DARBY BERHAD,4197,Menara Sime Darby,"Level 9 Oasis Corporate Park Jalan PJU 1A/2, Ara Damansara",Petaling Jaya,47301,60376232000,https://www.simedarby.com,Auto Manufacturers,Consumer Cyclical,20000.0
SIME DARBY PLANTATION BERHAD,5285,Plantation Tower,"Main Block, Level 10 No.2, Jalan PJU 1A/7 Ara Damansara",Petaling Jaya,47301,60378484000,https://www.simedarbyplantation.com,Packaged Foods,Consumer Defensive,80000.0
SIME DARBY PROPERTY BERHAD,5288,"Block G, No.2, Jalan PJU 1A/7A",Level 10 Ara Damansara,Petaling Jaya,47301,60378495000,https://www.simedarbyproperty.com,Real Estate—Development,Real Estate,1458.0
SIN HENG CHAN (MALAYA) BERHAD,4316,Wisma E & C,"Level 3 No. 2, Lorong Dungun Kiri Damansara Heights",Kuala Lumpur,50490,60320947992,https://www.shcm.com.my,Farm Products,Consumer Defensive,
SINARAN ADVANCE GROUP BERHAD,5172,No. 125-127 Jiangtou Qianjin Road North,Jiangtou Industrial Zone Jiangtou Village Chendai Town,Jinjiang,362211,8659585182868,https://www.sinaranadvance.com.my,Footwear & Accessories,Consumer Cyclical,
SINMAH CAPITAL BERHAD,9776,"No. 88, Jalan KU 4",Taman Krubong Utama Krubong,Malacca,75260,6063353329,https://www.sinmah.com.my,Packaged Foods,Consumer Defensive,
SKB SHUTTERS CORPORATION BERHAD,7115,Jalan Teknologi,Lot 22 Taman Sains Selangor 1 Kota Damansara,Petaling Jaya,47810,60361572277,https://www.skb-shutters.com,Metal Fabrication,Industrials,
SKP RESOURCES BHD,7155,No. 421,"4th Miles, Jalan Kluang",Batu Pahat,83000,6074325707,https://www.skpres.com,Specialty Chemicals,Basic Materials,7983.0
SL INNOVATION CAPITAL BERHAD,03008,"23-1, Block D1",Jalan PJU 1/41 Dataran Prima,Petaling Jaya,47301,60378040778,https://slinfo.com.my,Information Technology Services,Technology,
SLP RESOURCES BERHAD,7248,Plot 1,Lot 57-A Lorong Perusahaan 5 Kulim Industrial Estate,Kulim,09000,6044891858,https://sinliplas.com.my,Packaging & Containers,Consumer Cyclical,
SMILE-LINK HEALTHCARE GLOBAL BERHAD,03023,Lot PT 7221,Jalan Merah Caga Bandar Baru Seri Petaling,Kuala Lumpur,57000,60390571801,https://smile-link.com,Medical Care Facilities,Healthcare,
SMIS CORPORATION BERHAD,7132,"Lot 3, Jalan Pemaju U1/15",Seksyen U1 Hicom Glenmarie Industrial Park,Shah Alam,40150,60355691218,https://www.smis.com.my,Auto Parts,Consumer Cyclical,
SMRT HOLDINGS BERHAD,0117,CUCMS Campus,"Tower Block, Level 8 Persiaran Bestari Cyber 11",Cyberjaya,63000,60327709199,https://www.smrt.holdings,Education & Training Services,Consumer Defensive,
SMTRACK BERHAD,0169,"SetiaWalk Mall, Block K","Unit 6, Level 4 SetiaWalk, Persiaran Wawasan Pusat Bandar Puchong",Puchong,47160,60386022145,https://www.smtrackberhad.my,Information Technology Services,Technology,
SNOWFIT GROUP BERHAD,03054,"Lot 33842-A, Jalan Balakong",,Balakong,43300,60390825396,https://www.snowfit.my,Consumer Electronics,Technology,
SNS NETWORK TECHNOLOGY BERHAD,0259,"No.61, Jalan Sultan Nazrin Shah",,Ipoh,30250,6052424616,https://www.sns.com.my,Electronics & Computer Distribution,Technology,304.0
SOLARVEST HOLDINGS BERHAD,0215,"L1-01, Pacific 63 @ PJ Centre","No. 5, Jalan 13/6 Seksyen 13",Petaling Jaya,46200,60376253211,https://www.solarvest.my,Solar,Technology,181.0
SOLID AUTOMOTIVE BERHAD,5242,"PLO 436, Jalan Gangsa",Kawasan Perindustrian Pasir Gudang,Pasir Gudang,81700,6072881313,https://www.solidautomotive.com,Auto Parts,Consumer Cyclical,
SOLUTION GROUP BERHAD,0093,PT 13796,Jalan Tekno Usahawan 2 Technology Park Malaysia,Kuala Lumpur,57000,60327803890,https://solutiongroup.com.my,Scientific & Technical Instruments,Technology,
SOUTH MALAYSIA INDUSTRIES BERHAD,4375,Menara SMI,15th Floor No. 6 Lorong P. Ramlee,Kuala Lumpur,50250,60320781522,https://www.smib.com.my,Electrical Equipment & Parts,Industrials,
SOUTHERN ACIDS (M) BERHAD,5134,Centro Tower,"Level 29 No. 8, Jalan Batu Tiga Lama",Klang,41300,60332583333,https://www.southernacids.com,Conglomerates,Industrials,1737.0
SOUTHERN CABLE GROUP BERHAD,0225,Jalan Merbau Pulas,Lot 42 Kawasan Perusahaan,Kuala Ketil,09300,6044161600,https://www.southerncable.com.my,Electrical Equipment & Parts,Industrials,677.0
SOUTHERN SCORE BUILDERS BERHAD,0045,Platinum Hill PV7,"Unit 21-3, 3rd Floor Taman Melati Utama Setapak",Kuala Lumpur,53100,60341628289,https://southernscore.com.my,Shell Companies,Financial Services,
SOUTHERN STEEL BERHAD,5665,"2435, Lorong Perusahaan 12",Prai Industrial Estate,Perai,13600,6043906540,https://www.southsteel.com,Steel,Basic Materials,
SPORTS TOTO BERHAD,1562,Berjaya Times Square,"Lot 13-01, Level 13 (East Wing) No. 1 Jalan Imbi",Kuala Lumpur,55100,60321491999,https://www.berjaya.com/sports-toto-berhad,Gambling,Consumer Cyclical,
SPRING ART HOLDINGS BERHAD,0216,Lot Plo 49,Jalan Rami 4 Kawasan Perindustrian Bukit Pasir Bukit Pasir,Muar,84300,6069859971,https://www.springart.com,"Furnishings, Fixtures & Appliances",Consumer Cyclical,
SPRITZER BHD,7103,"Lot 898, Jalan Reservoir",Off Jalan Air Kuning,Taiping,34000,6058012663,https://www.spritzer.com.my,Beverages—Non-Alcoholic,Consumer Defensive,960.0
STAR MEDIA GROUP BERHAD,6084,Menara Star,Level 15 Jalan 16/11,Petaling Jaya,46350,60379671388,https://www.starmediagroup.my,Publishing,Communication Services,940.0
STEEL HAWK BERHAD,03049,Dataran Prima,"23-2 & 25-2, BLOCK H Jalan PJU 1/37",Petaling Jaya,47301,60378807818,https://www.steelhawk.com.my,Oil & Gas Midstream,Energy,
STELLA HOLDINGS BERHAD,5006,"A-13A, Pusat Komersial Arena Bintang",Jalan Zuhal U5/178 Seksyen U5,Shah Alam,40150,60327794003,https://www.stella-holdings.com.my,Engineering & Construction,Industrials,56.0
STRAITS ENERGY RESOURCES BERHAD,0080,"B-07-06, Plaza Mont' Kiara",2 Jalan Kiara Mont' Kiara,Kuala Lumpur,50480,60364191266,https://www.straits-interlogistics.com,Integrated Freight & Logistics,Industrials,
SUBUR TIASA HOLDINGS BERHAD,6904,"No. 66-78, Pusat Suria Permata",Jalan Upper Lanang C.D.T. 123,Sibu,96000,6084211555,https://www.suburtiasa.com,Lumber & Wood Production,Basic Materials,
SUCCESS TRANSFORMER CORPORATION BERHAD,7207,"No. 3, 5 & 7, Jalan TSB 8",Taman Industri Sungai Buloh,Sungai Buloh,47000,60362792800,https://www.stcgroup.com.my,Electrical Equipment & Parts,Industrials,
SUNGEI BAGAN RUBBER COMPANY (MALAYA) BERHAD,2569,Sungei Bagan Estate,Pos Office Machang,Machang,18500,,https://www.sungeibagan.com,Farm Products,Consumer Defensive,
SUNMOW HOLDING BERHAD,03050,F-G-01 Bintulu Paragon,Old Airport Place,Bintulu,97000,6086339951,https://sunmow.com.my,Engineering & Construction,Industrials,
SUNSURIA BERHAD,3743,Main Tower,"Suite 8, Sunsuria Avenue Persiaran Mahogani Kota Damansara, PJU 5",Petaling Jaya,47810,60361457777,https://www.sunsuria.com,Real Estate—Development,Real Estate,221.0
SUNVIEW GROUP BERHAD,0262,"01-9, Menara Symphony","9th Floor No. 5, Jalan Professor Khoo Kay Kim Seksyen 13",Petaling Jaya,46200,60376607628,https://www.sunview.com.my,Utilities—Renewable,Utilities,124.0
SUNWAY BERHAD,5211,Menara Sunway,Level 16 Jalan Lagoon Timur Bandar Sunway,Subang Jaya,47500,60356398889,https://www.sunway.com.my,Conglomerates,Industrials,16000.0
SUNWAY CONSTRUCTION GROUP BERHAD,5263,Menara Sunway,Level 8 Jalan Lagoon Timur Bandar Sunway,Subang Jaya,47500,60356399696,https://www.sunwayconstruction.com.my,Engineering & Construction,Industrials,
SUNWAY REAL ESTATE INVESTMENT TRUST,5176,"Level 15, Menara Sunway",Jalan Lagoon Timur Bandar Sunway,Subang Jaya,47500,60356398889,https://www.sunwayreit.com,REIT—Retail,Real Estate,21.0
SUNZEN BIOTECH BERHAD,0148,"No. 11, Jalan Anggerik Mokara 31/47",Kota Kemuning,Shah Alam,40460,60351218998,https://www.sunzen.com.my,Packaged Foods,Consumer Defensive,
SUPERCOMNET TECHNOLOGIES BERHAD,0001,"Lot 172, Jalan PKNK 3/8",Kawasan Perusahaan Sungai Petani,Sungai Petani,08000,6043719808,https://supercomnet.com.my,Electrical Equipment & Parts,Industrials,759.0
SUPERGENICS BERHAD,03033,The Place @ One City,Suite A-01-03 Jalan USJ 25/1A,Subang Jaya,47650,60351150437,https://www.supergenic.com.my,Diagnostics & Research,Healthcare,
SUPERLON HOLDINGS BERHAD,7235,"Lot 2567, Jalan Sungai Jati",,Klang,41200,60333821688,https://www.superlon.com.my,Building Products & Equipment,Industrials,
SUPERMAX CORPORATION BERHAD,7106,"Lot 38, Putra Industrial Park",Bukit Rahman Putra,Sungai Buloh,47000,60361452328,https://www.supermax.com.my,Medical Instruments & Supplies,Healthcare,
SUPREME CONSOLIDATED RESOURCES BERHAD,03018,Demak Laut Industrial Park,"Lot 919, Block 7 Muara Tebas Land District Sejingkat",Kuching,93050,6082439511,https://supremegroup.my,Food Distribution,Consumer Defensive,
SURIA CAPITAL HOLDINGS BERHAD,6521,JQ Central,"Unit 3-03 - 3-31, Level 3 Coastal Highway Off Jalan Tun Fuad Stephens",Kota Kinabalu,88400,6088257788,https://suriagroup.com.my,Marine Shipping,Industrials,1088.0
SWIFT HAULAGE BERHAD,5303,Intan Millennium Square 2 (IMS 2),"Suite 8.02, Level 8 No. 88, Jalan Batai Laut 4 Taman Intan",Klang,41300,60333613555,https://www.swiftlogistics.com.my,Integrated Freight & Logistics,Industrials,3562.0
SWS CAPITAL BERHAD,7186,"PTD 6001, Jalan Perindustrian 5",Kawasan Perindustrian Bukit Bakri Batu 8,Muar,84200,6069865236,https://www.swscap.com,"Furnishings, Fixtures & Appliances",Consumer Cyclical,
SYARIKAT TAKAFUL MALAYSIA KELUARGA BERHAD,6139,Annexe Block,"27th Floor Menara Takaful Malaysia No. 4, Jalan Sultan Sulaiman",Kuala Lumpur,50000,60322681984,https://www.takaful-malaysia.com.my,Insurance—Specialty,Financial Services,967.0
SYCAL VENTURES BERHAD,9717,Plaza Prima,Lot 4.21 4th Floor 4 ½ Miles Old Klang Road,Kuala Lumpur,58200,60379839099,https://www.sycalberhad.com,Engineering & Construction,Industrials,
SYF RESOURCES BERHAD,7082,"No. 47-11, The Boulevard",Mid Valley City Lingkaran Syed Putra,Kuala Lumpur,59200,60322842911,https://syf.com.my,"Furnishings, Fixtures & Appliances",Consumer Cyclical,
SYMPHONY LIFE BERHAD,1538,Menara Symphony,"01-3, 3rd Floor No. 5, Jalan Prof. Khoo Kay Kim Seksyen 13",Petaling Jaya,46200,60376881888,https://www.symphonylife.my,Real Estate—Development,Real Estate,130.0
SYSTECH BHD,0050,Tower Block,"Unit T05, Plaza Dwitasik Jalan Tasik Permaisuri 1 Bandar Sri Permaisuri",Kuala Lumpur,56000,60391719600,https://www.systech.asia,Software—Application,Technology,121.0
T7 GLOBAL BERHAD,7228,"C-16-01, KL Trillion Corporate Tower","Level 16 Block C 338, Jalan Tun Razak",Kuala Lumpur,50400,60327857777,https://www.t7global.com.my,Oil & Gas Equipment & Services,Energy,175.0
TA ANN HOLDINGS BERHAD,5012,Ta Ann Building,"No. 6, Jalan Rawang",Sibu,96000,6084320200,https://www.taann.com.my,Farm Products,Consumer Defensive,3850.0
TA WIN HOLDINGS BERHAD,7097,Q Sentral,Unit 26-11 and 26-12 Level 26 Jalan Stesen Sentral 2,Kuala Lumpur,50470,60322766522,https://www.ta-win.com,Electrical Equipment & Parts,Industrials,
TAFI INDUSTRIES BERHAD,7211,"PLO 3, Kawasan Perindustrian Bukit Pasir",Mukim Sungai Raya Bukit Pasir,Muar,84300,6069859781,https://welcome.tafi.com.my,"Furnishings, Fixtures & Appliances",Consumer Cyclical,210.0
TALAM TRANSFORM BERHAD,2259,Menara Maxisegar,Level 21 Jalan Pandan Indah 4/2 Pandan Indah,Kuala Lumpur,55100,60342962000,https://www.ttransform.com.my,Real Estate—Development,Real Estate,62.0
TALIWORKS CORPORATION BERHAD,8524,Menara LGB,"Level 19 No. 1, Jalan Wan Kadir Taman Tun Dr. Ismail",Kuala Lumpur,60000,60327889100,https://taliworks.com.my,Waste Management,Industrials,
TAMBUN INDAH LAND BERHAD,5191,12-01 Penthouse Wisma Pantai,Jalan Wisma Pantai Kampung Gajah,Butterworth,12200,6043240088,https://www.tambunindah.com,Real Estate—Diversified,Real Estate,79.0
TAN CHONG MOTOR HOLDINGS BERHAD,4405,62-68 Jalan Sultan Azlan Shah,,Kuala Lumpur,51200,60340478888,https://www.tanchonggroup.com,Auto Manufacturers,Consumer Cyclical,
TANCO HOLDINGS BERHAD,2429,"No. 1, Jalan Bandar 1",Pusat Bandar Puchong,Puchong,47160,60380708288,https://www.tancoholdings.com,Real Estate—Diversified,Real Estate,
TAS OFFSHORE BERHAD,5149,"Lot 199, Jalan Sg Ma’aw",Sg Bidut,Sibu,96000,6084310211,https://www.tasoffshore.com,Aerospace & Defense,Industrials,60.0
TASCO BERHAD,5140,Persiaran Jubli Perak,Lot No.1A Jalan 22/1 Seksyen 22,Shah Alam,40300,60351018888,https://www.tasco.com.my,Integrated Freight & Logistics,Industrials,
TASHIN HOLDINGS BERHAD,0211,"Plot 40, Lorong Perusahaan Maju 7",Kawasan Perusahaan 4,Perai,13600,6045090888,https://www.tashin.com.my,Steel,Basic Materials,
TCS GROUP HOLDINGS BERHAD,0221,"No. 1 & 3, Bangunan TCS",Jalan SP 1/1 Bandar Saujana Putra,Jenjarom,42610,60351038888,https://tcsgroup.com.my,Engineering & Construction,Industrials,
TDM BERHAD,2054,Wisma TDM,"443D, Jalan Kamaruddin",Kuala Terengganu,20400,6096204800,https://www.tdmberhad.com.my,Farm Products,Consumer Defensive,4308.0
TECHBOND GROUP BERHAD,5289,"No. 36, Jalan Anggerik Mokara 31/59",Seksyen 31 Kota Kemuning,Shah Alam,40460,60351223333,https://www.techbond.com.my,Specialty Chemicals,Basic Materials,
TECHNA-X BERHAD,2739,"Unit 2.2, Work@Clearwater",Level 2 Jalan Changkat Semantan Damansara Heights,Kuala Lumpur,50490,60327158688,https://www.techna-x.com,Information Technology Services,Technology,250.0
TECHNODEX BHD,0132,Menara Suezcap 2,"Unit E-07-03, KL Gateway No. 2, Jalan Kerinchi Gerbang Kerinchi Lestari",Kuala Lumpur,59200,60379320111,https://www.technodex.com,Information Technology Services,Technology,
TECK GUAN PERDANA BERHAD,7439,"No. 318, Teck Guan Regency",Jalan St. Patrick Off Jalan Belunu,Tawau,91000,6089772275,https://www.teckguan.com/tgp,Packaged Foods,Consumer Defensive,
TEK SENG HOLDINGS BERHAD,7200,Jalan Perindustrian Bukit Minyak 7,"Plot 159, MK 13 Bukit Minyak Industrial Park",Bukit Mertajam,14000,6045075805,https://www.tekseng.com.my,Textile Manufacturing,Consumer Cyclical,
TELADAN SETIA GROUP BERHAD,0230,Wisma Teladan,Lot 13253 Jalan Batu Berendam,Batu Berendam,75350,6063173236,https://teladansetia.com,Residential Construction,Consumer Cyclical,61.0
